Entered data
Reagents:
Zn(NO3)2 1.0
NH2CH2COOH 0.6667
C6H8O7 0.277778
O2 -0.249924
Products:
ZnO 1.0
CO2 2.500068
H2O 2.777862
N2 1.33335
C 0.5
Mass of object product, g: 5
Emitting area, m^2: 0.0113
Burning time, s: 8
Ignition temperature, K: 450
The amount of water in crystalline hydrate: 0
Start of calculations
  T, K    Cp(reag)   Cp(prod)    dH(reag)     dH(prod)        Q          Cp*dT       A          delta       delta*n      rad       Result 
  2811    64.8164   102.6599    -292418.2    -254230.9     -38187.2    214810.5   32169.8    -285167.5    -17523.1  76443.5    -93966.6
  2812    64.8164   102.6599    -292418.2    -254128.3     -38289.9    214913.2   32183.4    -285386.5    -17536.6  76552.4    -94088.9
  2813    64.8164   102.6599    -292418.2    -254025.6     -38392.6    215015.8   32197.0    -285605.4    -17550.0  76661.3    -94211.3
  2814    64.8164   102.6599    -292418.2    -253922.9     -38495.2    215118.5   32210.6    -285824.4    -17563.5  76770.4    -94333.9
  2815    64.8164   102.6599    -292418.2    -253820.3     -38597.9    215221.2   32224.3    -286043.3    -17576.9  76879.6    -94456.5
  2816    64.8164   102.6599    -292418.2    -253717.6     -38700.5    215323.8   32237.9    -286262.3    -17590.4  76988.9    -94579.3
  2817    64.8164   102.6599    -292418.2    -253615.0     -38803.2    215426.5   32251.5    -286481.2    -17603.8  77098.3    -94702.1
  2818    64.8164   102.6599    -292418.2    -253512.3     -38905.9    215529.1   32265.1    -286700.2    -17617.3  77207.8    -94825.1
  2819    64.8164   102.6599    -292418.2    -253409.6     -39008.5    215631.8   32278.8    -286919.1    -17630.7  77317.5    -94948.2
  2820    64.8164   102.6599    -292418.2    -253307.0     -39111.2    215734.5   32292.4    -287138.0    -17644.2  77427.2    -95071.4
  2821    64.8164   102.6599    -292418.2    -253204.3     -39213.8    215837.1   32306.0    -287357.0    -17657.6  77537.1    -95194.8
  2822    64.8164   102.6599    -292418.2    -253101.7     -39316.5    215939.8   32319.6    -287575.9    -17671.1  77647.1    -95318.2
  2823    64.8164   102.6599    -292418.2    -252999.0     -39419.2    216042.4   32333.3    -287794.9    -17684.6  77757.3    -95441.8
  2824    64.8164   102.6599    -292418.2    -252896.3     -39521.8    216145.1   32346.9    -288013.8    -17698.0  77867.5    -95565.5
  2825    64.8164   102.6599    -292418.2    -252793.7     -39624.5    216247.8   32360.5    -288232.8    -17711.5  77977.8    -95689.3
  2826    64.8164   102.6599    -292418.2    -252691.0     -39727.1    216350.4   32374.2    -288451.7    -17724.9  78088.3    -95813.2
  2827    64.8164   102.6599    -292418.2    -252588.4     -39829.8    216453.1   32387.8    -288670.7    -17738.4  78198.9    -95937.3
  2828    64.8164   102.6599    -292418.2    -252485.7     -39932.5    216555.7   32401.4    -288889.6    -17751.8  78309.6    -96061.4
  2829    64.8164   102.6599    -292418.2    -252383.0     -40035.1    216658.4   32415.0    -289108.6    -17765.3  78420.4    -96185.7
  2830    64.8164   102.6599    -292418.2    -252280.4     -40137.8    216761.1   32428.7    -289327.5    -17778.7  78531.4    -96310.1
  2831    64.8164   102.6599    -292418.2    -252177.7     -40240.4    216863.7   32442.3    -289546.4    -17792.2  78642.4    -96434.6
  2832    64.8164   102.6599    -292418.2    -252075.1     -40343.1    216966.4   32455.9    -289765.4    -17805.6  78753.6    -96559.2
  2833    64.8164   102.6599    -292418.2    -251972.4     -40445.8    217069.0   32469.5    -289984.3    -17819.1  78864.9    -96684.0
  2834    64.8164   102.6599    -292418.2    -251869.7     -40548.4    217171.7   32483.2    -290203.3    -17832.5  78976.3    -96808.8
  2835    64.8164   102.6599    -292418.2    -251767.1     -40651.1    217274.4   32496.8    -290422.2    -17846.0  79087.8    -96933.8
  2836    64.8164   102.6599    -292418.2    -251664.4     -40753.7    217377.0   32510.4    -290641.2    -17859.5  79199.5    -97058.9
  2837    64.8164   102.6599    -292418.2    -251561.8     -40856.4    217479.7   32524.0    -290860.1    -17872.9  79311.2    -97184.1
  2838    64.8164   102.6599    -292418.2    -251459.1     -40959.1    217582.3   32537.7    -291079.1    -17886.4  79423.1    -97309.5
  2839    64.8164   102.6599    -292418.2    -251356.4     -41061.7    217685.0   32551.3    -291298.0    -17899.8  79535.1    -97434.9
  2840    64.8164   102.6599    -292418.2    -251253.8     -41164.4    217787.7   32564.9    -291517.0    -17913.3  79647.2    -97560.5
  2841    64.8164   102.6599    -292418.2    -251151.1     -41267.0    217890.3   32578.5    -291735.9    -17926.7  79759.5    -97686.2
  2842    64.8164   102.6599    -292418.2    -251048.5     -41369.7    217993.0   32592.2    -291954.8    -17940.2  79871.8    -97812.0
  2843    64.8164   102.6599    -292418.2    -250945.8     -41472.4    218095.6   32605.8    -292173.8    -17953.6  79984.3    -97937.9
  2844    64.8164   102.6599    -292418.2    -250843.1     -41575.0    218198.3   32619.4    -292392.7    -17967.1  80096.9    -98064.0
  2845    64.8164   102.6599    -292418.2    -250740.5     -41677.7    218301.0   32633.0    -292611.7    -17980.5  80209.6    -98190.2
  2846    64.8164   102.6599    -292418.2    -250637.8     -41780.3    218403.6   32646.7    -292830.6    -17994.0  80322.5    -98316.4
  2847    64.8164   102.6599    -292418.2    -250535.2     -41883.0    218506.3   32660.3    -293049.6    -18007.4  80435.4    -98442.9
  2848    64.8164   102.6599    -292418.2    -250432.5     -41985.7    218608.9   32673.9    -293268.5    -18020.9  80548.5    -98569.4
  2849    64.8164   102.6599    -292418.2    -250329.9     -42088.3    218711.6   32687.5    -293487.5    -18034.4  80661.7    -98696.0
  2850    64.8164   102.6599    -292418.2    -250227.2     -42191.0    218814.3   32701.2    -293706.4    -18047.8  80775.0    -98822.8
  2851    64.8164   102.6599    -292418.2    -250124.5     -42293.6    218916.9   32714.8    -293925.3    -18061.3  80888.4    -98949.7
  2852    64.8164   102.6599    -292418.2    -250021.9     -42396.3    219019.6   32728.4    -294144.3    -18074.7  81001.9    -99076.7
  2853    64.8164   102.6599    -292418.2    -249919.2     -42499.0    219122.2   32742.0    -294363.2    -18088.2  81115.6    -99203.8
  2854    64.8164   102.6599    -292418.2    -249816.6     -42601.6    219224.9   32755.7    -294582.2    -18101.6  81229.4    -99331.0
  2855    64.8164   102.6599    -292418.2    -249713.9     -42704.3    219327.6   32769.3    -294801.1    -18115.1  81343.3    -99458.4
  2856    64.8164   102.6599    -292418.2    -249611.2     -42806.9    219430.2   32782.9    -295020.1    -18128.5  81457.3    -99585.9
  2857    64.8164   102.6599    -292418.2    -249508.6     -42909.6    219532.9   32796.5    -295239.0    -18142.0  81571.5    -99713.5
  2858    64.8164   102.6599    -292418.2    -249405.9     -43012.3    219635.5   32810.2    -295458.0    -18155.4  81685.7    -99841.2
  2859    64.8164   102.6599    -292418.2    -249303.3     -43114.9    219738.2   32823.8    -295676.9    -18168.9  81800.1    -99969.0
  2860    64.8164   102.6599    -292418.2    -249200.6     -43217.6    219840.9   32837.4    -295895.9    -18182.3  81914.6   -100097.0
  2861    64.8164   102.6599    -292418.2    -249097.9     -43320.2    219943.5   32851.0    -296114.8    -18195.8  82029.3   -100225.1
  2862    64.8164   102.6599    -292418.2    -248995.3     -43422.9    220046.2   32864.7    -296333.7    -18209.3  82144.0   -100353.3
  2863    64.8164   102.6599    -292418.2    -248892.6     -43525.6    220148.8   32878.3    -296552.7    -18222.7  82258.9   -100481.6
  2864    64.8164   102.6599    -292418.2    -248790.0     -43628.2    220251.5   32891.9    -296771.6    -18236.2  82373.9   -100610.0
  2865    64.8164   102.6599    -292418.2    -248687.3     -43730.9    220354.2   32905.5    -296990.6    -18249.6  82489.0   -100738.6
  2866    64.8164   102.6599    -292418.2    -248584.6     -43833.5    220456.8   32919.2    -297209.5    -18263.1  82604.2   -100867.3
  2867    64.8164   102.6599    -292418.2    -248482.0     -43936.2    220559.5   32932.8    -297428.5    -18276.5  82719.5   -100996.1
  2868    64.8164   102.6599    -292418.2    -248379.3     -44038.9    220662.1   32946.4    -297647.4    -18290.0  82835.0   -101125.0
  2869    64.8164   102.6599    -292418.2    -248276.7     -44141.5    220764.8   32960.0    -297866.4    -18303.4  82950.6   -101254.0
  2870    64.8164   102.6599    -292418.2    -248174.0     -44244.2    220867.5   32973.7    -298085.3    -18316.9  83066.3   -101383.2
  2871    64.8164   102.6599    -292418.2    -248071.3     -44346.8    220970.1   32987.3    -298304.3    -18330.3  83182.2   -101512.5
  2872    64.8164   102.6599    -292418.2    -247968.7     -44449.5    221072.8   33000.9    -298523.2    -18343.8  83298.1   -101641.9
  2873    64.8164   102.6599    -292418.2    -247866.0     -44552.2    221175.4   33014.5    -298742.1    -18357.2  83414.2   -101771.4
  2874    64.8164   102.6599    -292418.2    -247763.4     -44654.8    221278.1   33028.2    -298961.1    -18370.7  83530.4   -101901.1
  2875    64.8164   102.6599    -292418.2    -247660.7     -44757.5    221380.8   33041.8    -299180.0    -18384.2  83646.7   -102030.8
  2876    64.8164   102.6599    -292418.2    -247558.0     -44860.1    221483.4   33055.4    -299399.0    -18397.6  83763.1   -102160.7
  2877    64.8164   102.6599    -292418.2    -247455.4     -44962.8    221586.1   33069.1    -299617.9    -18411.1  83879.7   -102290.8
  2878    64.8164   102.6599    -292418.2    -247352.7     -45065.5    221688.7   33082.7    -299836.9    -18424.5  83996.4   -102420.9
  2879    64.8164   102.6599    -292418.2    -247250.1     -45168.1    221791.4   33096.3    -300055.8    -18438.0  84113.2   -102551.1
  2880    64.8164   102.6599    -292418.2    -247147.4     -45270.8    221894.1   33109.9    -300274.8    -18451.4  84230.1   -102681.5
  2881    64.8164   102.6599    -292418.2    -247044.7     -45373.4    221996.7   33123.6    -300493.7    -18464.9  84347.2   -102812.0
  2882    64.8164   102.6599    -292418.2    -246942.1     -45476.1    222099.4   33137.2    -300712.7    -18478.3  84464.3   -102942.7
  2883    64.8164   102.6599    -292418.2    -246839.4     -45578.8    222202.0   33150.8    -300931.6    -18491.8  84581.6   -103073.4
  2884    64.8164   102.6599    -292418.2    -246736.8     -45681.4    222304.7   33164.4    -301150.5    -18505.2  84699.0   -103204.3
  2885    64.8164   102.6599    -292418.2    -246634.1     -45784.1    222407.4   33178.1    -301369.5    -18518.7  84816.6   -103335.3
  2886    64.8164   102.6599    -292418.2    -246531.4     -45886.7    222510.0   33191.7    -301588.4    -18532.1  84934.2   -103466.4
  2887    64.8164   102.6599    -292418.2    -246428.8     -45989.4    222612.7   33205.3    -301807.4    -18545.6  85052.0   -103597.6
  2888    64.8164   102.6599    -292418.2    -246326.1     -46092.1    222715.3   33218.9    -302026.3    -18559.1  85169.9   -103729.0
  2889    64.8164   102.6599    -292418.2    -246223.5     -46194.7    222818.0   33232.6    -302245.3    -18572.5  85287.9   -103860.4
  2890    64.8164   102.6599    -292418.2    -246120.8     -46297.4    222920.7   33246.2    -302464.2    -18586.0  85406.1   -103992.0
  2891    64.8164   102.6599    -292418.2    -246018.1     -46400.0    223023.3   33259.8    -302683.2    -18599.4  85524.3   -104123.8
  2892    64.8164   102.6599    -292418.2    -245915.5     -46502.7    223126.0   33273.4    -302902.1    -18612.9  85642.7   -104255.6
  2893    64.8164   102.6599    -292418.2    -245812.8     -46605.4    223228.6   33287.1    -303121.0    -18626.3  85761.3   -104387.6
  2894    64.8164   102.6599    -292418.2    -245710.2     -46708.0    223331.3   33300.7    -303340.0    -18639.8  85879.9   -104519.7
  2895    64.8164   102.6599    -292418.2    -245607.5     -46810.7    223434.0   33314.3    -303558.9    -18653.2  85998.7   -104651.9
  2896    64.8164   102.6599    -292418.2    -245504.8     -46913.3    223536.6   33327.9    -303777.9    -18666.7  86117.5   -104784.2
  2897    64.8164   102.6599    -292418.2    -245402.2     -47016.0    223639.3   33341.6    -303996.8    -18680.1  86236.5   -104916.7
  2898    64.8164   102.6599    -292418.2    -245299.5     -47118.7    223741.9   33355.2    -304215.8    -18693.6  86355.7   -105049.3
  2899    64.8164   102.6599    -292418.2    -245196.9     -47221.3    223844.6   33368.8    -304434.7    -18707.0  86474.9   -105182.0
  2900    64.8164   102.6599    -292418.2    -245094.2     -47324.0    223947.3   33382.4    -304653.7    -18720.5  86594.3   -105314.8
  2901    64.8164   102.6599    -292418.2    -244991.5     -47426.6    224049.9   33396.1    -304872.6    -18734.0  86713.8   -105447.8
  2902    64.8164   102.6599    -292418.2    -244888.9     -47529.3    224152.6   33409.7    -305091.6    -18747.4  86833.4   -105580.8
  2903    64.8164   102.6599    -292418.2    -244786.2     -47632.0    224255.2   33423.3    -305310.5    -18760.9  86953.2   -105714.1
  2904    64.8164   102.6599    -292418.2    -244683.6     -47734.6    224357.9   33436.9    -305529.4    -18774.3  87073.1   -105847.4
  2905    64.8164   102.6599    -292418.2    -244580.9     -47837.3    224460.6   33450.6    -305748.4    -18787.8  87193.1   -105980.8
  2906    64.8164   102.6599    -292418.2    -244478.2     -47939.9    224563.2   33464.2    -305967.3    -18801.2  87313.2   -106114.4
  2907    64.8164   102.6599    -292418.2    -244375.6     -48042.6    224665.9   33477.8    -306186.3    -18814.7  87433.4   -106248.1
  2908    64.8164   102.6599    -292418.2    -244272.9     -48145.3    224768.5   33491.4    -306405.2    -18828.1  87553.8   -106381.9
  2909    64.8164   102.6599    -292418.2    -244170.3     -48247.9    224871.2   33505.1    -306624.2    -18841.6  87674.3   -106515.9
  2910    64.8164   102.6599    -292418.2    -244067.6     -48350.6    224973.9   33518.7    -306843.1    -18855.0  87794.9   -106649.9
  2911    64.8164   102.6599    -292418.2    -243964.9     -48453.2    225076.5   33532.3    -307062.1    -18868.5  87915.7   -106784.1
  2912    64.8164   102.6599    -292418.2    -243862.3     -48555.9    225179.2   33545.9    -307281.0    -18881.9  88036.5   -106918.5
  2913    64.8164   102.6599    -292418.2    -243759.6     -48658.6    225281.8   33559.6    -307500.0    -18895.4  88157.5   -107052.9
  2914    64.8164   102.6599    -292418.2    -243657.0     -48761.2    225384.5   33573.2    -307718.9    -18908.9  88278.6   -107187.5
  2915    64.8164   102.6599    -292418.2    -243554.3     -48863.9    225487.2   33586.8    -307937.8    -18922.3  88399.9   -107322.2
  2916    64.8164   102.6599    -292418.2    -243451.6     -48966.5    225589.8   33600.4    -308156.8    -18935.8  88521.2   -107457.0
  2917    64.8164   102.6599    -292418.2    -243349.0     -49069.2    225692.5   33614.1    -308375.7    -18949.2  88642.7   -107591.9
  2918    64.8164   102.6599    -292418.2    -243246.3     -49171.9    225795.1   33627.7    -308594.7    -18962.7  88764.3   -107727.0
  2919    64.8164   102.6599    -292418.2    -243143.7     -49274.5    225897.8   33641.3    -308813.6    -18976.1  88886.1   -107862.2
  2920    64.8164   102.6599    -292418.2    -243041.0     -49377.2    226000.5   33654.9    -309032.6    -18989.6  89007.9   -107997.5
  2921    64.8164   102.6599    -292418.2    -242938.3     -49479.8    226103.1   33668.6    -309251.5    -19003.0  89129.9   -108133.0
  2922    64.8164   102.6599    -292418.2    -242835.7     -49582.5    226205.8   33682.2    -309470.5    -19016.5  89252.1   -108268.5
  2923    64.8164   102.6599    -292418.2    -242733.0     -49685.1    226308.4   33695.8    -309689.4    -19029.9  89374.3   -108404.2
  2924    64.8164   102.6599    -292418.2    -242630.4     -49787.8    226411.1   33709.4    -309908.4    -19043.4  89496.7   -108540.1
  2925    64.8164   102.6599    -292418.2    -242527.7     -49890.5    226513.8   33723.1    -310127.3    -19056.8  89619.2   -108676.0
  2926    64.8164   102.6599    -292418.2    -242425.0     -49993.1    226616.4   33736.7    -310346.2    -19070.3  89741.8   -108812.1
  2927    64.8164   102.6599    -292418.2    -242322.4     -50095.8    226719.1   33750.3    -310565.2    -19083.8  89864.5   -108948.3
  2928    64.8164   102.6599    -292418.2    -242219.7     -50198.4    226821.7   33764.0    -310784.1    -19097.2  89987.4   -109084.6
  2929    64.8164   102.6599    -292418.2    -242117.1     -50301.1    226924.4   33777.6    -311003.1    -19110.7  90110.4   -109221.1
  2930    64.8164   102.6599    -292418.2    -242014.4     -50403.8    227027.1   33791.2    -311222.0    -19124.1  90233.5   -109357.6
  2931    64.8164   102.6599    -292418.2    -241911.7     -50506.4    227129.7   33804.8    -311441.0    -19137.6  90356.8   -109494.3
  2932    64.8164   102.6599    -292418.2    -241809.1     -50609.1    227232.4   33818.5    -311659.9    -19151.0  90480.1   -109631.2
  2933    64.8164   102.6599    -292418.2    -241706.4     -50711.7    227335.0   33832.1    -311878.9    -19164.5  90603.6   -109768.1
  2934    64.8164   102.6599    -292418.2    -241603.8     -50814.4    227437.7   33845.7    -312097.8    -19177.9  90727.3   -109905.2
  2935    64.8164   102.6599    -292418.2    -241501.1     -50917.1    227540.4   33859.3    -312316.8    -19191.4  90851.0   -110042.4
  2936    64.8164   102.6599    -292418.2    -241398.4     -51019.7    227643.0   33873.0    -312535.7    -19204.8  90974.9   -110179.7
  2937    64.8164   102.6599    -292418.2    -241295.8     -51122.4    227745.7   33886.6    -312754.6    -19218.3  91098.9   -110317.2
  2938    64.8164   102.6599    -292418.2    -241193.1     -51225.0    227848.3   33900.2    -312973.6    -19231.7  91223.0   -110454.8
  2939    64.8164   102.6599    -292418.2    -241090.5     -51327.7    227951.0   33913.8    -313192.5    -19245.2  91347.3   -110592.5
  2940    64.8164   102.6599    -292418.2    -240987.8     -51430.4    228053.7   33927.5    -313411.5    -19258.7  91471.7   -110730.3
  2941    64.8164   102.6599    -292418.2    -240885.1     -51533.0    228156.3   33941.1    -313630.4    -19272.1  91596.2   -110868.3
  2942    64.8164   102.6599    -292418.2    -240782.5     -51635.7    228259.0   33954.7    -313849.4    -19285.6  91720.8   -111006.4
  2943    64.8164   102.6599    -292418.2    -240679.8     -51738.3    228361.6   33968.3    -314068.3    -19299.0  91845.6   -111144.6
  2944    64.8164   102.6599    -292418.2    -240577.2     -51841.0    228464.3   33982.0    -314287.3    -19312.5  91970.5   -111283.0
  2945    64.8164   102.6599    -292418.2    -240474.5     -51943.7    228567.0   33995.6    -314506.2    -19325.9  92095.5   -111421.5
  2946    64.8164   102.6599    -292418.2    -240371.8     -52046.3    228669.6   34009.2    -314725.1    -19339.4  92220.7   -111560.1
  2947    64.8164   102.6599    -292418.2    -240269.2     -52149.0    228772.3   34022.8    -314944.1    -19352.8  92346.0   -111698.8
  2948    64.8164   102.6599    -292418.2    -240166.5     -52251.6    228874.9   34036.5    -315163.0    -19366.3  92471.4   -111837.7
  2949    64.8164   102.6599    -292418.2    -240063.9     -52354.3    228977.6   34050.1    -315382.0    -19379.7  92596.9   -111976.6
  2950    64.8164   102.6599    -292418.2    -239961.2     -52457.0    229080.3   34063.7    -315600.9    -19393.2  92722.6   -112115.8
  2951    64.8164   102.6599    -292418.2    -239858.5     -52559.6    229182.9   34077.3    -315819.9    -19406.6  92848.4   -112255.0
  2952    64.8164   102.6599    -292418.2    -239755.9     -52662.3    229285.6   34091.0    -316038.8    -19420.1  92974.3   -112394.4
  2953    64.8164   102.6599    -292418.2    -239653.2     -52764.9    229388.2   34104.6    -316257.8    -19433.6  93100.3   -112533.9
  2954    64.8164   102.6599    -292418.2    -239550.6     -52867.6    229490.9   34118.2    -316476.7    -19447.0  93226.5   -112673.5
  2955    64.8164   102.6599    -292418.2    -239447.9     -52970.3    229593.6   34131.8    -316695.7    -19460.5  93352.8   -112813.3
  2956    64.8164   102.6599    -292418.2    -239345.2     -53072.9    229696.2   34145.5    -316914.6    -19473.9  93479.2   -112953.1
  2957    64.8164   102.6599    -292418.2    -239242.6     -53175.6    229798.9   34159.1    -317133.5    -19487.4  93605.8   -113093.2
  2958    64.8164   102.6599    -292418.2    -239139.9     -53278.2    229901.5   34172.7    -317352.5    -19500.8  93732.5   -113233.3
  2959    64.8164   102.6599    -292418.2    -239037.3     -53380.9    230004.2   34186.3    -317571.4    -19514.3  93859.3   -113373.6
  2960    64.8164   102.6599    -292418.2    -238934.6     -53483.6    230106.8   34200.0    -317790.4    -19527.7  93986.2   -113514.0
  2961    64.8164   102.6599    -292418.2    -238831.9     -53586.2    230209.5   34213.6    -318009.3    -19541.2  94113.3   -113654.5
  2962    64.8164   102.6599    -292418.2    -238729.3     -53688.9    230312.2   34227.2    -318228.3    -19554.6  94240.5   -113795.1
  2963    64.8164   102.6599    -292418.2    -238626.6     -53791.5    230414.8   34240.8    -318447.2    -19568.1  94367.8   -113935.9
  2964    64.8164   102.6599    -292418.2    -238524.0     -53894.2    230517.5   34254.5    -318666.2    -19581.5  94495.3   -114076.8
  2965    64.8164   102.6599    -292418.2    -238421.3     -53996.9    230620.1   34268.1    -318885.1    -19595.0  94622.9   -114217.9
  2966    64.8164   102.6599    -292418.2    -238318.6     -54099.5    230722.8   34281.7    -319104.1    -19608.5  94750.6   -114359.1
  2967    64.8164   102.6599    -292418.2    -238216.0     -54202.2    230825.5   34295.3    -319323.0    -19621.9  94878.4   -114500.4
  2968    64.8164   102.6599    -292418.2    -238113.3     -54304.8    230928.1   34309.0    -319541.9    -19635.4  95006.4   -114641.8
  2969    64.8164   102.6599    -292418.2    -238010.7     -54407.5    231030.8   34322.6    -319760.9    -19648.8  95134.5   -114783.3
  2970    64.8164   102.6599    -292418.2    -237908.0     -54510.2    231133.4   34336.2    -319979.8    -19662.3  95262.8   -114925.0
  2971    64.8164   102.6599    -292418.2    -237805.3     -54612.8    231236.1   34349.8    -320198.8    -19675.7  95391.1   -115066.9
  2972    64.8164   102.6599    -292418.2    -237702.7     -54715.5    231338.8   34363.5    -320417.7    -19689.2  95519.6   -115208.8
  2973    64.8164   102.6599    -292418.2    -237600.0     -54818.1    231441.4   34377.1    -320636.7    -19702.6  95648.2   -115350.9
  2974    64.8164   102.6599    -292418.2    -237497.4     -54920.8    231544.1   34390.7    -320855.6    -19716.1  95777.0   -115493.1
  2975    64.8164   102.6599    -292418.2    -237394.7     -55023.5    231646.7   34404.3    -321074.6    -19729.5  95905.9   -115635.4
  2976    64.8164   102.6599    -292418.2    -237292.0     -55126.1    231749.4   34418.0    -321293.5    -19743.0  96034.9   -115777.9
  2977    64.8164   102.6599    -292418.2    -237189.4     -55228.8    231852.1   34431.6    -321512.5    -19756.4  96164.0   -115920.5
  2978    64.8164   102.6599    -292418.2    -237086.7     -55331.4    231954.7   34445.2    -321731.4    -19769.9  96293.3   -116063.2
  2979    64.8164   102.6599    -292418.2    -236984.1     -55434.1    232057.4   34458.9    -321950.3    -19783.4  96422.7   -116206.1
  2980    64.8164   102.6599    -292418.2    -236881.4     -55536.8    232160.0   34472.5    -322169.3    -19796.8  96552.3   -116349.1
  2981    64.8164   102.6599    -292418.2    -236778.7     -55639.4    232262.7   34486.1    -322388.2    -19810.3  96681.9   -116492.2
  2982    64.8164   102.6599    -292418.2    -236676.1     -55742.1    232365.4   34499.7    -322607.2    -19823.7  96811.7   -116635.4
  2983    64.8164   102.6599    -292418.2    -236573.4     -55844.7    232468.0   34513.4    -322826.1    -19837.2  96941.6   -116778.8
  2984    64.8164   102.6599    -292418.2    -236470.8     -55947.4    232570.7   34527.0    -323045.1    -19850.6  97071.7   -116922.3
  2985    64.8164   102.6599    -292418.2    -236368.1     -56050.1    232673.3   34540.6    -323264.0    -19864.1  97201.9   -117066.0
  2986    64.8164   102.6599    -292418.2    -236265.4     -56152.7    232776.0   34554.2    -323483.0    -19877.5  97332.2   -117209.7
  2987    64.8164   102.6599    -292418.2    -236162.8     -56255.4    232878.7   34567.9    -323701.9    -19891.0  97462.7   -117353.6
  2988    64.8164   102.6599    -292418.2    -236060.1     -56358.0    232981.3   34581.5    -323920.8    -19904.4  97593.2   -117497.7
  2989    64.8164   102.6599    -292418.2    -235957.5     -56460.7    233084.0   34595.1    -324139.8    -19917.9  97724.0   -117641.8
  2990    64.8164   102.6599    -292418.2    -235854.8     -56563.4    233186.6   34608.7    -324358.7    -19931.3  97854.8   -117786.1
  2991    64.8164   102.6599    -292418.2    -235752.1     -56666.0    233289.3   34622.4    -324577.7    -19944.8  97985.8   -117930.6
  2992    64.8164   102.6599    -292418.2    -235649.5     -56768.7    233392.0   34636.0    -324796.6    -19958.3  98116.9   -118075.1
  2993    64.8164   102.6599    -292418.2    -235546.8     -56871.3    233494.6   34649.6    -325015.6    -19971.7  98248.1   -118219.8
  2994    64.8164   102.6599    -292418.2    -235444.2     -56974.0    233597.3   34663.2    -325234.5    -19985.2  98379.5   -118364.7
  2995    64.8164   102.6599    -292418.2    -235341.5     -57076.7    233699.9   34676.9    -325453.5    -19998.6  98511.0   -118509.6
  2996    64.8164   102.6599    -292418.2    -235238.8     -57179.3    233802.6   34690.5    -325672.4    -20012.1  98642.6   -118654.7
  2997    64.8164   102.6599    -292418.2    -235136.2     -57282.0    233905.3   34704.1    -325891.4    -20025.5  98774.4   -118799.9
  2998    64.8164   102.6599    -292418.2    -235033.5     -57384.6    234007.9   34717.7    -326110.3    -20039.0  98906.3   -118945.3
  2999    64.8164   102.6599    -292418.2    -234930.9     -57487.3    234110.6   34731.4    -326329.2    -20052.4  99038.3   -119090.7
  3000    64.8164   102.6599    -292418.2    -234828.2     -57590.0    234213.2   34745.0    -326548.2    -20065.9  99170.5   -119236.4
  3001    64.8164   102.6599    -292418.2    -234725.5     -57692.6    234315.9   34758.6    -326767.1    -20079.3  99302.8   -119382.1
  3002    64.8164   102.6599    -292418.2    -234622.9     -57795.3    234418.6   34772.2    -326986.1    -20092.8  99435.2   -119528.0
  3003    64.8164   102.6599    -292418.2    -234520.2     -57897.9    234521.2   34785.9    -327205.0    -20106.2  99567.8   -119674.0
  3004    64.8164   102.6599    -292418.2    -234417.6     -58000.6    234623.9   34799.5    -327424.0    -20119.7  99700.4   -119820.1
  3005    64.8164   102.6599    -292418.2    -234314.9     -58103.3    234726.5   34813.1    -327642.9    -20133.2  99833.3   -119966.4
  3006    64.8164   102.6599    -292418.2    -234212.2     -58205.9    234829.2   34826.7    -327861.9    -20146.6  99966.2   -120112.8
  3007    64.8164   102.6599    -292418.2    -234109.6     -58308.6    234931.9   34840.4    -328080.8    -20160.1 100099.3   -120259.4
  3008    64.8164   102.6599    -292418.2    -234006.9     -58411.2    235034.5   34854.0    -328299.8    -20173.5 100232.5   -120406.0
  3009    64.8164   102.6599    -292418.2    -233904.3     -58513.9    235137.2   34867.6    -328518.7    -20187.0 100365.9   -120552.9
  3010    64.8164   102.6599    -292418.2    -233801.6     -58616.6    235239.8   34881.2    -328737.6    -20200.4 100499.4   -120699.8
  3011    64.8164   102.6599    -292418.2    -233698.9     -58719.2    235342.5   34894.9    -328956.6    -20213.9 100633.0   -120846.9
  3012    64.8164   102.6599    -292418.2    -233596.3     -58821.9    235445.2   34908.5    -329175.5    -20227.3 100766.8   -120994.1
  3013    64.8164   102.6599    -292418.2    -233493.6     -58924.5    235547.8   34922.1    -329394.5    -20240.8 100900.6   -121141.4
  3014    64.8164   102.6599    -292418.2    -233391.0     -59027.2    235650.5   34935.7    -329613.4    -20254.2 101034.7   -121288.9
  3015    64.8164   102.6599    -292418.2    -233288.3     -59129.9    235753.1   34949.4    -329832.4    -20267.7 101168.8   -121436.5
  3016    64.8164   102.6599    -292418.2    -233185.6     -59232.5    235855.8   34963.0    -330051.3    -20281.1 101303.1   -121584.2
  3017    64.8164   102.6599    -292418.2    -233083.0     -59335.2    235958.5   34976.6    -330270.3    -20294.6 101437.5   -121732.1
  3018    64.8164   102.6599    -292418.2    -232980.3     -59437.8    236061.1   34990.2    -330489.2    -20308.1 101572.1   -121880.1
  3019    64.8164   102.6599    -292418.2    -232877.7     -59540.5    236163.8   35003.9    -330708.2    -20321.5 101706.8   -122028.3
  3020    64.8164   102.6599    -292418.2    -232775.0     -59643.2    236266.4   35017.5    -330927.1    -20335.0 101841.6   -122176.5
  3021    64.8164   102.6599    -292418.2    -232672.3     -59745.8    236369.1   35031.1    -331146.0    -20348.4 101976.5   -122325.0
